,price,propertyType,size,exterior,rooms,bathrooms,municipality,distance,floor,hasLift
304,735.0,697.554347826087,51.0,1,682.5166666666667,694.5382165605096,704.998508748505,14023,715.6060606060603,1
305,700.0,697.554347826087,80.0,1,705.2307692307693,694.5382165605096,718.2393568954209,17777,714.4372244662253,1
306,725.0,697.554347826087,75.0,1,705.2307692307693,694.5382165605096,705.4050746928433,16247,670.1111111111111,0
307,733.0,697.554347826087,68.4,1,697.96875,694.5382165605096,705.0909090816765,28541,696.1785714285714,1
308,750.0,697.554347826087,36.0,1,682.5166666666667,694.5382165605096,705.6331360946746,4237,678.3448275862069,1
309,675.0,697.554347826087,69.0,1,697.96875,694.5382165605096,705.6331360946746,5656,678.3448275862069,0
310,650.0,697.554347826087,85.0,1,697.96875,694.5382165605096,669.7955176066374,43066,696.1785714285714,0
311,730.0,697.554347826087,52.0,1,682.5166666666667,694.5382165605096,705.6331360946746,5879,678.3448275862069,1
312,700.0,697.554347826087,97.0,1,682.5166666666667,694.5382165605096,696.4573863636364,24605,678.3448275862069,1
313,690.0,689.625,38.0,0,690.8571428571429,694.5382165605096,705.6331360946746,5798,696.1785714285714,1
314,700.0,697.554347826087,70.0,1,697.96875,694.5382165605096,669.7955176066374,43166,701.7571428571429,0
315,600.0,689.2857224885634,89.0,1,697.96875,677.5945945945946,633.095639357559,44474,696.1785714285714,0
316,700.0,689.625,25.0,0,690.8571428571429,694.5382165605096,705.6331360946746,691,678.3448275862069,0
317,690.0,697.554347826087,60.0,1,697.96875,694.5382165605096,691.4573863636364,29005,678.3448275862069,0
319,700.0,689.625,51.0,1,690.8571428571429,694.5382165605096,705.6331360946746,8471,678.3448275862069,0
320,670.0,697.554347826087,61.0,1,682.5166666666667,694.5382165605096,707.4023832481668,35136,678.3448275862069,1
321,750.0,697.554347826087,80.0,1,697.96875,694.5382165605096,661.0789132060843,25085,715.6060606060603,1
322,740.0,689.625,33.0,1,690.8571428571429,694.5382165605096,705.6331360946746,8322,678.3448275862069,1
324,750.0,697.554347826087,62.0,1,697.96875,694.5382165605096,705.6331360946746,5703,697.9574468085107,0
325,750.0,689.625,70.0,1,690.8571428571429,694.5382165605096,735.546085805312,16273,678.3448275862069,1
326,650.0,689.625,28.0,1,690.8571428571429,694.5382165605096,705.6331360946746,5399,678.3448275862069,0
327,625.0,697.554347826087,51.0,1,682.5166666666667,694.5382165605096,641.3188116420554,25010,696.1785714285714,1
328,700.0,697.554347826087,35.0,1,682.5166666666667,694.5382165605096,705.6331360946746,2266,678.3448275862069,1
329,750.0,697.554347826087,95.0,1,697.96875,677.5945945945946,734.6474178380435,30759,701.7571428571429,0
330,600.0,689.625,25.0,0,690.8571428571429,694.5382165605096,705.6331360946746,3812,678.3448275862069,0
331,750.0,697.554347826087,89.0,1,697.96875,677.5945945945946,704.998508748505,12878,696.1785714285714,1
332,700.0,697.554347826087,55.0,1,682.5166666666667,694.5382165605096,624.9886310435428,32004,701.7571428571429,1
333,750.0,697.554347826087,90.0,1,705.2307692307693,677.5945945945946,734.6474178380435,28736,696.1785714285714,1
334,750.0,697.554347826087,48.0,1,697.96875,694.5382165605096,705.6331360946746,6832,696.1785714285714,1
335,625.0,697.554347826087,57.0,1,697.96875,694.5382165605096,654.092671611573,43647,678.3448275862069,0
336,750.0,697.554347826087,46.0,1,682.5166666666667,694.5382165605096,735.546085805312,16127,701.7571428571429,0
337,695.0,697.554347826087,59.0,1,682.5166666666667,694.5382165605096,705.6331360946746,8595,715.6060606060603,1
338,450.0,697.554347826087,40.0,1,682.5166666666667,694.5382165605096,551.8827731805424,46273,701.7571428571429,0
339,720.0,697.554347826087,58.0,1,697.96875,694.5382165605096,719.8187226116132,13451,678.3448275862069,0
340,745.0,697.554347826087,73.0,1,697.96875,694.5382165605096,705.0909090816765,28800,696.1785714285714,1
341,720.0,697.554347826087,69.6,1,697.96875,694.5382165605096,705.0909090816765,28624,696.1785714285714,1
