,price,size,distance,exterior,rooms,bathrooms,floor,hasLift,propertyType_chalet,propertyType_countryHouse,propertyType_duplex,propertyType_flat,propertyType_penthouse,propertyType_studio,municipality
187,720.0,54.0,3296,1,1,1,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,705.6331360946746
188,550.0,75.0,53247,1,2,2,-3.0,0,0.0,0.0,0.0,0.0,1.0,0.0,551.8827731805424
189,720.0,49.0,8411,0,3,1,3,0,0.0,0.0,0.0,1.0,0.0,0.0,705.6331360946746
190,740.0,65.0,8443,1,3,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,705.6331360946746
191,660.0,155.0,41119,0,3,2,-3.0,-1,0.0,0.0,0.0,1.0,0.0,0.0,654.092671611573
192,720.0,56.0,6691,0,2,1,4,0,0.0,0.0,0.0,1.0,0.0,0.0,705.6331360946746
193,650.0,31.0,1207,0,1,1,3,0,0.0,0.0,0.0,1.0,0.0,0.0,705.6331360946746
194,650.0,96.0,43953,1,2,1,3,0,0.0,0.0,0.0,1.0,0.0,0.0,654.092671611573
195,660.0,168.0,41221,0,4,2,3,1,0.0,0.0,0.0,1.0,0.0,0.0,654.092671611573
196,690.0,64.0,30634,1,2,1,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,705.0909090816765
197,750.0,25.0,3177,1,0,1,5,1,0.0,0.0,0.0,0.0,0.0,1.0,705.6331360946746
198,725.0,45.0,10508,1,1,1,2,1,0.0,0.0,0.0,1.0,0.0,0.0,705.6331360946746
199,620.0,85.0,19767,0,1,1,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,671.0867531052564
200,590.0,52.0,44526,1,1,1,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,641.4573863636364
201,750.0,80.0,20818,1,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,734.6474178380435
202,720.0,36.0,5975,1,0,1,2,1,0.0,0.0,0.0,0.0,0.0,1.0,705.6331360946746
203,700.0,82.0,42463,1,2,1,3,0,0.0,0.0,0.0,1.0,0.0,0.0,679.8180244407931
204,692.0,83.0,20294,1,2,2,-3.0,1,0.0,0.0,0.0,1.0,0.0,0.0,693.9090457691647
205,670.0,79.0,20294,1,2,2,-3.0,1,0.0,0.0,0.0,1.0,0.0,0.0,693.9090457691647
206,609.0,56.0,30186,1,1,1,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,705.0909090816765
207,718.0,86.0,20294,1,2,2,-3.0,1,0.0,0.0,0.0,1.0,0.0,0.0,693.9090457691647
208,694.0,81.0,20294,1,2,2,-3.0,1,0.0,0.0,0.0,1.0,0.0,0.0,693.9090457691647
209,658.0,78.0,20294,1,2,2,-3.0,1,0.0,0.0,0.0,1.0,0.0,0.0,693.9090457691647
210,750.0,36.0,3620,0,2,1,2,1,0.0,0.0,0.0,1.0,0.0,0.0,705.6331360946746
211,723.0,88.0,20294,1,2,2,-3.0,1,0.0,0.0,0.0,1.0,0.0,0.0,693.9090457691647
212,728.0,91.0,20294,1,2,2,-3.0,1,0.0,0.0,0.0,1.0,0.0,0.0,693.9090457691647
213,650.0,28.0,4920,1,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,705.6331360946746
214,750.0,60.0,29663,0,2,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,705.0909090816765
215,735.0,60.0,20886,1,3,1,4,0,0.0,0.0,0.0,1.0,0.0,0.0,705.499971553305
216,699.0,78.0,27684,1,2,1,2,0,0.0,0.0,0.0,0.0,1.0,0.0,726.1905331876595
217,725.0,67.0,17191,1,3,1,4,0,0.0,0.0,0.0,1.0,0.0,0.0,718.2393568954209
218,740.0,77.0,28385,1,3,2,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,705.0909090816765
219,720.0,73.0,34761,1,1,1,2,1,0.0,0.0,0.0,1.0,0.0,0.0,707.4023832481668
220,750.0,79.0,11728,1,3,1,0.5,1,0.0,0.0,0.0,1.0,0.0,0.0,704.998508748505
221,710.0,66.0,20588,1,3,1,4,0,0.0,0.0,0.0,1.0,0.0,0.0,705.499971553305
222,725.0,62.0,7748,1,2,1,3,0,0.0,0.0,0.0,1.0,0.0,0.0,705.6331360946746
223,750.0,46.0,5680,0,1,1,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,705.6331360946746
224,750.0,61.0,3161,1,2,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,705.6331360946746
225,730.0,161.0,44159,1,4,1,3,0,0.0,0.0,0.0,1.0,0.0,0.0,654.092671611573
226,720.0,110.0,21417,0,2,1,-3.0,1,0.0,0.0,0.0,1.0,0.0,0.0,705.499971553305
227,720.0,48.0,3551,0,2,1,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,705.6331360946746
228,700.0,57.0,8410,0,2,1,4,0,0.0,0.0,0.0,1.0,0.0,0.0,705.6331360946746
229,750.0,75.0,24176,1,2,2,1,0,0.0,0.0,1.0,0.0,0.0,0.0,721.1753471553473
230,610.0,26.0,5343,0,0,1,3,1,0.0,0.0,0.0,0.0,0.0,1.0,705.6331360946746
231,740.0,52.0,17525,0,2,1,4,0,0.0,0.0,0.0,1.0,0.0,0.0,718.2393568954209
232,715.0,62.0,26558,1,2,1,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,726.1905331876595
233,550.0,57.0,43521,0,2,1,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,654.092671611573
234,710.0,36.0,1315,1,1,1,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,705.6331360946746
235,730.0,51.0,8093,1,2,1,2,0,0.0,0.0,0.0,1.0,0.0,0.0,705.6331360946746
236,750.0,23.0,1367,1,0,1,8,1,0.0,0.0,0.0,0.0,0.0,1.0,705.6331360946746
237,690.0,33.0,5232,0,1,1,3,1,0.0,0.0,0.0,1.0,0.0,0.0,705.6331360946746
238,740.0,73.0,21838,1,3,1,4,1,0.0,0.0,0.0,1.0,0.0,0.0,705.499971553305
239,750.0,66.0,5627,1,1,1,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,705.6331360946746
240,720.0,44.0,8176,0,3,1,2,0,0.0,0.0,0.0,1.0,0.0,0.0,705.6331360946746
241,475.0,79.0,45077,1,2,2,2,1,0.0,0.0,0.0,1.0,0.0,0.0,583.9573863636364
242,740.0,41.0,4787,1,2,1,2,0,0.0,0.0,0.0,1.0,0.0,0.0,705.6331360946746
243,740.0,57.0,3642,1,1,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,705.6331360946746
244,740.0,62.0,26890,1,2,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,726.1905331876595
245,700.0,74.0,9950,0,2,1,4,0,0.0,0.0,0.0,1.0,0.0,0.0,704.998508748505
246,730.0,35.0,760,0,1,1,2,1,0.0,0.0,0.0,1.0,0.0,0.0,705.6331360946746
247,700.0,28.0,9700,1,0,1,3,1,0.0,0.0,0.0,0.0,0.0,1.0,705.6331360946746
248,600.0,180.0,35543,0,3,2,-3.0,-1,1.0,0.0,0.0,0.0,0.0,0.0,646.4573863636364
249,750.0,109.0,24455,1,2,2,3,1,0.0,0.0,0.0,1.0,0.0,0.0,661.0789132060843
250,749.0,38.0,6506,1,1,1,2,1,0.0,0.0,0.0,1.0,0.0,0.0,705.6331360946746
251,700.0,30.0,2411,0,0,1,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,705.6331360946746
252,667.0,70.0,21185,1,1,1,8,1,0.0,0.0,0.0,1.0,0.0,0.0,705.499971553305
253,725.0,45.0,10398,0,1,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,705.6331360946746
254,550.0,70.0,47595,1,3,1,3,0,0.0,0.0,0.0,0.0,1.0,0.0,551.8827731805424
255,695.0,55.0,19765,1,3,1,4,0,0.0,0.0,0.0,1.0,0.0,0.0,705.499971553305
256,750.0,105.0,28810,1,3,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,734.6474178380435
257,750.0,32.0,5006,1,0,1,14,1,0.0,0.0,0.0,0.0,0.0,1.0,705.6331360946746
258,730.0,80.0,35774,1,3,1,4,0,0.0,0.0,0.0,1.0,0.0,0.0,707.4023832481668
259,710.0,30.0,1156,1,1,1,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,705.6331360946746
260,650.0,58.0,5924,1,1,1,4,1,0.0,0.0,0.0,1.0,0.0,0.0,705.6331360946746
261,600.0,60.0,23776,0,2,2,-3.0,-1,0.0,1.0,0.0,0.0,0.0,0.0,646.4573863636364
262,740.0,41.0,8358,1,2,1,3,0,0.0,0.0,0.0,1.0,0.0,0.0,705.6331360946746
263,525.0,40.0,43059,1,1,1,3,1,0.0,0.0,0.0,1.0,0.0,0.0,654.092671611573
264,750.0,35.0,1272,1,0,1,4,0,0.0,0.0,0.0,0.0,0.0,1.0,705.6331360946746
265,750.0,74.0,29245,1,3,1,2,1,0.0,0.0,0.0,1.0,0.0,0.0,705.0909090816765
266,710.0,69.0,28440,1,3,1,5,1,0.0,0.0,0.0,1.0,0.0,0.0,705.0909090816765
267,560.0,46.0,3786,1,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,705.6331360946746
268,600.0,42.0,18905,1,1,1,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,693.9090457691647
269,720.0,44.0,3589,1,1,1,-1.0,0,0.0,0.0,0.0,1.0,0.0,0.0,705.6331360946746
270,750.0,60.0,2591,1,2,1,-3.0,0,0.0,0.0,0.0,1.0,0.0,0.0,705.6331360946746
271,750.0,42.0,2762,0,1,1,4,1,0.0,0.0,0.0,1.0,0.0,0.0,705.6331360946746
272,750.0,90.0,7228,1,0,1,4,1,0.0,0.0,0.0,0.0,0.0,1.0,705.6331360946746
273,650.0,45.0,3807,0,0,1,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,705.6331360946746
274,650.0,59.0,20637,1,1,1,2,1,0.0,0.0,0.0,1.0,0.0,0.0,705.499971553305
275,670.0,75.0,27056,1,2,1,3,1,0.0,0.0,0.0,1.0,0.0,0.0,641.3188116420554
276,650.0,45.0,12383,1,1,1,2,1,0.0,0.0,0.0,1.0,0.0,0.0,704.998508748505
277,750.0,32.0,5339,1,1,1,2,1,0.0,0.0,0.0,1.0,0.0,0.0,705.6331360946746
278,725.0,50.0,5564,1,1,1,-3.0,-1,0.0,0.0,0.0,1.0,0.0,0.0,705.6331360946746
279,620.0,20.0,1893,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,1.0,705.6331360946746
280,680.0,35.0,3308,1,1,1,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,705.6331360946746
281,750.0,87.0,12519,1,3,1,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,714.6027704652122
282,670.0,53.0,12383,1,1,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,704.998508748505
283,600.0,75.0,28756,1,3,1,-3.0,-1,0.0,0.0,0.0,1.0,0.0,0.0,705.0909090816765
284,750.0,70.0,12614,1,2,1,4,0,0.0,0.0,0.0,1.0,0.0,0.0,719.8187226116132
285,700.0,36.0,9525,1,2,1,3,0,0.0,0.0,0.0,1.0,0.0,0.0,696.4573863636364
286,695.0,58.0,5659,0,1,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,705.6331360946746
287,710.0,66.0,25013,1,1,1,2,1,0.0,0.0,0.0,1.0,0.0,0.0,641.3188116420554
288,620.0,80.0,49280,1,2,1,2,0,0.0,0.0,0.0,1.0,0.0,0.0,656.4573863636364
289,700.0,80.0,40907,1,3,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,696.4573863636364
290,715.0,89.0,39316,1,3,1,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,703.9573863636364
291,750.0,50.0,11203,1,1,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,705.6331360946746
292,750.0,45.0,8426,1,1,1,2,1,0.0,0.0,0.0,1.0,0.0,0.0,705.6331360946746
293,550.0,25.0,4650,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,705.6331360946746
294,730.0,60.0,27803,1,1,1,-3.0,0,0.0,0.0,0.0,1.0,0.0,0.0,726.1905331876595
295,750.0,46.0,3889,1,2,1,4,1,0.0,0.0,0.0,0.0,1.0,0.0,705.6331360946746
296,700.0,45.0,13887,1,1,1,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,714.6027704652122
